"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/10/2017","Estilos Salon","ESTILOS SALON","20.00","debit","Personal Care","Freedom Unlimited","",""
"2/10/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"2/10/2017","Subroc Utsw","SUBROC UTSW","5.27","debit","Uncategorized","Sapphire Reserve","",""
"2/10/2017","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Sapphire Reserve","",""
"2/09/2017","Sam's Club","SAM'S CLUB 008248 DALLAS TX&lt;br/&gt;PIZZA SLICE COMBO","2.70","debit","Shopping","XXXXXXXXXX1550","",""
"2/09/2017","Sam's Club","SAM'S CLUB 008248 DALLAS TX&lt;br/&gt;2% MILK, CHNKY CHKN &amp; BURGER","10.44","debit","Shopping","XXXXXXXXXX1550","",""
"2/09/2017","Sam's Club","SAM'S CLUB 008248 DALLAS TX&lt;br/&gt;SAM'S CLUB CAFE","2.70","debit","Shopping","XXXXXXXXXX1550","",""
"2/09/2017","Sam's Club","SAM'S CLUB 008248 DALLAS TX&lt;br/&gt;DAIRY/COOLER","10.44","debit","Shopping","XXXXXXXXXX1550","",""
"2/09/2017","Mobile Email Transfer","Mobile/Email Transfer Conf# yz3m09ogv; CHANG, YU","218.50","credit","Transfer","Personal Checking Account","",""
"2/09/2017","Subroc Utsw","SUBROC UTSW","5.41","debit","Uncategorized","Sapphire Reserve","",""
"2/09/2017","Pork A Fork","PORK ON A FORK - CAMEL","16.27","debit","Uncategorized","Sapphire Reserve","",""
"2/09/2017","Peet's Coffee","PEET'S COFFEE & TEA S2","6.46","debit","Coffee Shops","Sapphire Reserve","",""
"2/09/2017","Online Transfer Th","Online Transfer 5997097260 to Thi's Chase Checking Account #####","1500.00","debit","Transfer","Personal Checking","",""
"2/09/2017","Square P Ppd","Square Inc       170209P2PPD ID: 9424300002","11.67","credit","Income","Personal Checking","",""
"2/08/2017","Shell","SHELL OIL 10086993002","4.99","debit","Gas & Fuel","Freedom","",""
"2/08/2017","Chevron","CHEVRON 0205501","22.20","debit","Gas & Fuel","Freedom","",""
"2/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Music","Freedom Unlimited","",""
"2/08/2017","Josephines","JOSEPHINES RESTAURANT","178.67","debit","Shopping","Sapphire Reserve","",""
"2/08/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"2/08/2017","National Car","NATIONAL CAR RENTAL","289.85","debit","Rental Car & Taxi","Sapphire Reserve","",""
"2/08/2017","Uber.com","UBER TECHNOLOGIES INC","8.24","debit","Rental Car & Taxi","Sapphire Reserve","",""
"2/07/2017","Safari","76 - SAFARI 76","9.41","debit","Uncategorized","Freedom","",""
"2/07/2017","Gap","GAP EXPRESS # 531","23.77","debit","Clothing","Freedom","",""
"2/07/2017","Shell","SHELL OIL 10086993002","33.18","debit","Gas & Fuel","Freedom","",""
"2/07/2017","Gap","GAP EXPRESS # 531","2.14","debit","Clothing","Freedom","",""
"2/07/2017","Shell","SHELL OIL 10086993002","20.07","debit","Gas & Fuel","Freedom","",""
"2/07/2017","Shell","SHELL OIL 10086993002","4.02","debit","Gas & Fuel","Freedom Unlimited","",""
"2/07/2017","Square P Ppd","Square Inc       170207P2PPD ID: 9424300002","72.94","credit","Income","Personal Checking","",""
"2/06/2017","Your Statement","YOUR STORE CARD STATEMENT CREDIT","4.87","credit","Credit Card Payment","XXXXXXXXXX5324","",""
"2/06/2017","Bright Angel Bicycles","SQ *BRIGHT ANGEL BICYCLES","3.74","debit","Uncategorized","Sapphire Reserve","",""
"2/06/2017","Postino","POSTINO CENTRAL","12.00","debit","Restaurants","Sapphire Reserve","",""
"2/06/2017","Wildflower","WILDFLOWER BREAD-FLAGSTA","7.53","debit","Home","Sapphire Reserve","",""
"2/06/2017","We Cook Pizzas","WE COOK PIZZAS AND PASTA","29.39","debit","Restaurants","Sapphire Reserve","",""
"2/06/2017","Square P Ppd","Square Inc       170206P2PPD ID: 9424300002","555.84","credit","Income","Personal Checking","",""
"2/06/2017","Square P Ppd","Square Inc       170204P2PPD ID: 9424300002","179.91","credit","Income","Personal Checking","",""
"2/06/2017","Wal-Mart","WAL-MART #1185","78.95","debit","Food & Dining","Freedom Unlimited","",""
"2/06/2017","Ut Web Txshop","UT WEB TXSHOP","30.00","debit","Uncategorized","Freedom Unlimited","",""
"2/05/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;SoniShare Diamond Clean Replac&lt;br/&gt;AmazonBasics Universal Travel&lt;br/&gt;Dash Micro G3 Type-C: Mini Mic&lt;br/&gt;Braun Clean and Renew 4 Pack,&lt;br/&gt;ProLab Caffeine Maximum Potenc","64.08","debit","Shopping","XXXXXXXXXX5324","",""
"2/05/2017","Montezuma Castle Nm","MONTEZUMA CASTLE NM-VC","80.00","debit","Uncategorized","Freedom Unlimited","",""
"2/05/2017","Panda Express","PANDA EXPRESS, INC #2676","9.20","debit","Fast Food","Freedom Unlimited","",""
"2/05/2017","Uber.com","UBER   US FEB04 3RZHB","5.50","debit","Rental Car & Taxi","Sapphire Reserve","",""
"2/05/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"2/04/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Gatsby Moving Rubber MINI Air","5.62","debit","Shopping","XXXXXXXXXX5324","",""
"2/03/2017","Square P Ppd","Square Inc       170203P2PPD ID: 9424300002","34.04","credit","Income","Personal Checking","",""
"2/03/2017","iTunes","APL* ITUNES.COM/BILL","10.81","debit","Music","Freedom Unlimited","",""
"2/03/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","8.53","debit","Restaurants","Sapphire Reserve","",""
"2/02/2017","Square P Ppd","Square Inc       170202P2PPD ID: 9424300002","443.46","credit","Income","Personal Checking","",""
"2/02/2017","Century Theaters","69420 Century Me Rent       62065324        WEB ID: 1861072180","1303.23","debit","Mortgage & Rent","Personal Checking","",""
"2/02/2017","Quiznos","QUIZNOS 9430","3.79","debit","Fast Food","Freedom Unlimited","",""
"2/02/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"2/02/2017","Fresh Market","SQ *FRESH MARKET","6.12","debit","Groceries","Sapphire Reserve","",""
"2/01/2017","Transfer to CREDIT CARD","Payment to Chase card ending in5724","1508.75","debit","Credit Card Payment","Personal Checking","",""
"2/01/2017","Amazon","AMAZON           PAYMENT    604578109727532 PPD ID: 9069872000","266.92","debit","Shopping","Personal Checking","",""
"2/01/2017","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3675.47","credit","Paycheck","Personal Checking","",""
"2/01/2017","Transfer from CHASE COLLEGE","Payment Thank You - Web","1508.75","credit","Credit Card Payment","Freedom Unlimited","",""
"2/01/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"2/01/2017","Automatic Thank You","AUTOMATIC PAYMENT - THANK YOU","266.92","credit","Credit Card Payment","XXXXXXXXXX5324","",""
"1/31/2017","Flight Technology Inc","IFLIGHT TECHNOLOGY CO","99.00","debit","Business Services","Freedom","",""
"1/31/2017","Square P Ppd","Square Inc       170131P2PPD ID: 9424300002","1896.37","credit","Income","Personal Checking","",""
"1/31/2017","Drive Inn","HENDERSON DRIVE INN","6.90","debit","Uncategorized","Freedom Unlimited","",""
"1/31/2017","Uber.com","UBER TECHNOLOGIES INC","8.46","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/30/2017","Church's Chicken","CHURCHS CHICKEN 5418","6.15","debit","Restaurants","Sapphire Reserve","",""
"1/30/2017","Amazon","Amazon Digital Svcs","10.81","debit","Shopping","Sapphire Reserve","",""
"1/29/2017","McDonald's","MCDONALD'S F11177","14.92","debit","Fast Food","Freedom Unlimited","",""
"1/29/2017","Www Wolframalpha Com","WWW.WOLFRAMALPHA.COM","102.21","debit","Uncategorized","Freedom Unlimited","",""
"1/29/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","8.53","debit","Restaurants","Sapphire Reserve","",""
"1/29/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"1/29/2017","Uber.com","UBER   US JAN28 RPL5M","8.33","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/27/2017","Ming Place China Bistro","MING PLACE CHINA BISTRO","25.00","debit","Restaurants","Sapphire Reserve","",""
"1/27/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"1/27/2017","Reliant Energy","RELIANT ENERGY","36.08","debit","Utilities","Sapphire Reserve","",""
"1/27/2017","Square P Ppd","Square Inc       170127P2PPD ID: 9424300002","9.72","credit","Income","Personal Checking","",""
"1/27/2017","Withdrawal","WITHDRAWAL","100.00","debit","Uncategorized","Personal Checking","",""
"1/25/2017","Square P Ppd","Square Inc       170125P2PPD ID: 9424300002","282.51","credit","Income","Personal Checking","",""
"1/25/2017","Raising Cane's","RAISING CANE'S  #140","7.13","debit","Restaurants","Freedom Unlimited","",""
"1/25/2017","Taco Bell","TACO BELL 000100013318","5.41","debit","Fast Food","Sapphire Reserve","",""
"1/23/2017","Riotgam Lol Ln","RiotGam*LoL LN7VRLLHQ0","35.00","debit","Uncategorized","Freedom Unlimited","",""
"1/22/2017","Sim U Text","SIM U TEXT COURSE MATE","5.00","debit","Uncategorized","Freedom Unlimited","",""
"1/22/2017","Bennu Coffee, LLC","SQ *BENNU COFFEE","8.62","debit","Coffee Shops","Freedom Unlimited","",""
"1/22/2017","Whisk Crepes Cafe","WHISK CREPES CAFE","14.74","debit","Restaurants","Sapphire Reserve","",""
"1/22/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"1/22/2017","Inwood","INWOOD","7.33","debit","Gifts & Donations","Sapphire Reserve","",""
"1/22/2017","Whisk Crepes Cafe","WHISK CREPES CAFE","14.07","debit","Restaurants","Sapphire Reserve","",""
"1/20/2017","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","1501.78","debit","Credit Card Payment","Personal Checking","",""
"1/20/2017","Ut Univ Duplicating","UT UNIV DUPLICATING @","11.74","debit","Books & Supplies","Freedom Unlimited","",""
"1/20/2017","Tophat Com","TOPHAT.COM","25.20","debit","Uncategorized","Freedom Unlimited","",""
"1/20/2017","Cafe Hunan","CAFE HUNAN 2","7.31","debit","Restaurants","Sapphire Reserve","",""
"1/19/2017","Square P Ppd","Square Inc       170119P2PPD ID: 9424300002","48.62","credit","Income","Personal Checking","",""
"1/19/2017","Lulu","Lulu","36.25","debit","Uncategorized","Freedom Unlimited","",""
"1/19/2017","Snack Corner","SQ *SHON'S SNACK CORNER","6.83","debit","Groceries","Freedom Unlimited","",""
"1/19/2017","University Op","UNIVERSITY CO-OP","8.53","debit","Tuition","Freedom Unlimited","",""
"1/19/2017","AT&T","AT&T*BILL PAYMENT","358.19","debit","Home Phone","Sapphire Reserve","",""
"1/19/2017","Transfer from CHASE COLLEGE","AUTOMATIC PAYMENT - THANK","1501.78","credit","Credit Card Payment","Sapphire Reserve","",""
"1/18/2017","University Op","UNIVERSITY CO-OP","56.00","debit","Tuition","Freedom Unlimited","",""
"1/18/2017","University Op","UNIVERSITY CO-OP","74.69","debit","Tuition","Freedom Unlimited","",""
"1/18/2017","Uber.com","UBER GB JAN17 43VSS HELP.","50.14","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/18/2017","Uber.com","UBER   US JAN17 ZAO5H","25.50","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/17/2017","Square P Ppd","Square Inc       170114P2PPD ID: 9424300002","300.50","credit","Income","Personal Checking","",""
"1/17/2017","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","81.73","debit","Credit Card Payment","Personal Checking","",""
"1/17/2017","Square P Ppd","Square Inc       170117P2PPD ID: 9424300002","617.53","credit","Income","Personal Checking","",""
"1/17/2017","Time Warner","TWC*TIME WARNER CABLE","41.45","debit","Television","Sapphire Reserve","",""
"1/17/2017","Uber.com","UBER GB JAN16 FF7UM HELP.","9.96","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/17/2017","Uber.com","UBER BV","11.47","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/17/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"1/16/2017","Chipotle","CHIPOTLE 2330","8.12","debit","Fast Food","Freedom Unlimited","",""
"1/16/2017","Uber.com","UBER BV","11.70","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/16/2017","Uber.com","UBER GB JAN15 RFCQN HELP.","9.84","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/15/2017","Snack Corner","SQ *SHON'S SNACK CORNER","4.32","debit","Groceries","Freedom Unlimited","",""
"1/15/2017","Uber.com","UBER   US JAN13 PYA7I","26.20","debit","Rental Car & Taxi","Sapphire Reserve","",""
"1/15/2017","McDonald's","MCDONALD'S F31310","7.73","debit","Fast Food","Sapphire Reserve","",""
"1/13/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","81.73","credit","Credit Card Payment","Freedom Unlimited","",""
"1/13/2017","Estilos Salon","ESTILOS SALON","15.00","debit","Personal Care","Freedom Unlimited","",""
"1/13/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"1/12/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","6.91","debit","Restaurants","Sapphire Reserve","",""
"1/11/2017","Fresh Market","SQ *FRESH MARKET","6.12","debit","Groceries","Sapphire Reserve","",""
"1/11/2017","Amazon","Amazon.com","5.99","debit","Shopping","Sapphire Reserve","",""
"1/11/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"1/10/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;OURLINK 600Mbps mini 802.11ac","19.99","debit","Shopping","XXXXXXXXXX5324","",""
"1/10/2017","iTunes","APL* ITUNES.COM/BILL","6.47","debit","Music","Freedom Unlimited","",""
"1/10/2017","Square P Ppd","Square Inc       170110P2PPD ID: 9424300002","66.13","credit","Income","Personal Checking","",""
"1/10/2017","Century Theaters","69420 Century Me Rent       61378905        WEB ID: 1861072180","41.03","debit","Mortgage & Rent","Personal Checking","",""
"1/10/2017","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"1/10/2017","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Sapphire Reserve","",""
"1/09/2017","Buc Ee","BUC-EE'S #28","30.16","debit","Groceries","Sapphire Reserve","",""
"1/09/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Bath and Body Works Mahogany T","18.50","debit","Shopping","XXXXXXXXXX5324","",""
"1/09/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;USB Type-C (3A) 41W Dual Port&lt;br/&gt;Anker PowerLine USB-C to USB-C","30.98","debit","Shopping","XXXXXXXXXX5324","",""
"1/09/2017","Your Statement","YOUR STORE CARD STATEMENT CREDIT","14.05","credit","Credit Card Payment","XXXXXXXXXX5324","",""
"1/08/2017","Carnival Frdom Sail","CARNIVAL FRDOM SAIL&SG127","2003.15","debit","Uncategorized","Sapphire Reserve","",""
"1/08/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;FosPower All-In-One Internatio&lt;br/&gt;Travelambo Front Pocket Wallet","27.96","debit","Shopping","XXXXXXXXXX5324","",""
"1/08/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Tide To Go Instant Stain Remov","5.99","debit","Shopping","XXXXXXXXXX5324","",""
"1/08/2017","Texas Dental","TEXAS DENTAL BOARD","42.00","debit","Dentist","Freedom Unlimited","",""
"1/08/2017","Travel Year","TRAVEL CREDIT $300/YEAR","53.00","credit","Credit Card Payment","Sapphire Reserve","",""
"1/05/2017","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Recovery Boot Password Reset U","17.95","debit","Shopping","XXXXXXXXXX5324","",""
"1/05/2017","Le Med Restaurant","LE MED RESTAURANT","150.00","debit","Restaurants","Sapphire Reserve","",""
"1/04/2017","Amazon","AMAZON RETAIL SEATTLE WA&lt;br/&gt;SAS Essentials: Mastering SAS","51.45","debit","Shopping","XXXXXXXXXX5324","",""
"1/04/2017","Greyhound","TRAVEL CREDIT $300/YEAR","59.00","credit","Travel","Sapphire Reserve","",""
"1/04/2017","Greyhound","TRAVEL CREDIT $300/YEAR","59.00","credit","Travel","Sapphire Reserve","",""
"1/04/2017","Travel Year","TRAVEL CREDIT $300/YEAR","59.00","credit","Credit Card Payment","Sapphire Reserve","",""
"1/04/2017","Century Theaters","69420 Century Me Rent       60800703        WEB ID: 1861072180","1266.00","debit","Mortgage & Rent","Personal Checking","",""
"1/03/2017","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3675.47","credit","Paycheck","Personal Checking","",""
"1/03/2017","Amazon","AMAZON           PAYMENTPPD ID: 9069872000","758.93","debit","Shopping","Personal Checking","",""
"1/03/2017","Jv Rentall","JV RENTALL","98.75","debit","Uncategorized","Freedom Unlimited","",""
"1/03/2017","Polar Bear Ice Cream","SQ *POLAR BEAR ICE CREAM","9.42","debit","Fast Food","Sapphire Reserve","",""
"1/03/2017","Thai Cuisine","THAI CUISINE OF KEY WEST","64.65","debit","Restaurants","Sapphire Reserve","",""
"1/02/2017","7-Eleven","7-ELEVEN 36530","30.73","debit","Fast Food","Freedom Unlimited","",""
"1/02/2017","Travel Year","TRAVEL CREDIT $300/YEAR","70.00","credit","Credit Card Payment","Sapphire Reserve","",""
"1/01/2017","LEXUS","SEWELL LEXUS-SVC/PARTS","101.45","debit","Service & Parts","Freedom Unlimited","",""
"1/01/2017","RaceTrac","RACETRAC498   00004986","38.28","debit","Gas & Fuel","Freedom Unlimited","",""
"1/01/2017","Chevron","CHEVRON 0304834","20.96","debit","Gas & Fuel","Freedom Unlimited","",""
"1/01/2017","7-Eleven","7-ELEVEN 36530","10.38","debit","Fast Food","Freedom Unlimited","",""
"1/01/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"1/01/2017","McDonald's","MCDONALD'S F31116","9.68","debit","Fast Food","Sapphire Reserve","",""
"1/01/2017","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"1/01/2017","Automatic Thank You","AUTOMATIC PAYMENT - THANK YOU","758.93","credit","Credit Card Payment","XXXXXXXXXX5324","",""
"12/30/2016","Buc Ee","BUC-EE'S 12","25.19","debit","Groceries","Freedom Unlimited","",""
"12/30/2016","Register","REGISTER@FAA 33FEWXH","5.00","debit","Shopping","Freedom Unlimited","",""
"12/30/2016","Steak 'n Shake","STEAK N SHAKE 2012","11.20","debit","Restaurants","Freedom Unlimited","",""
"12/30/2016","Amazon","Amazon Digital Svcs","10.81","debit","Shopping","Sapphire Reserve","",""
"12/30/2016","Cafe Hunan","CAFE HUNAN 2","8.50","debit","Restaurants","Sapphire Reserve","",""
"12/30/2016","Sonic","SONIC #3444","6.88","debit","Fast Food","Sapphire Reserve","",""
"12/29/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"12/29/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"12/29/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"12/29/2016","McDonald's","MCDONALD'S F10491","2.48","debit","Fast Food","Sapphire Reserve","",""
"12/29/2016","Square P Ppd","Square Inc       161229P2PPD ID: 9424300002","395.81","credit","Income","Personal Checking","",""
"12/28/2016","HEB","HEB  #092","2.00","debit","Groceries","Sapphire Reserve","",""
"12/28/2016","Reliant Energy","RELIANT ENERGY","23.70","debit","Utilities","Sapphire Reserve","",""
"12/28/2016","Square P Ppd","Square Inc       161228P2PPD ID: 9424300002","11.67","credit","Income","Personal Checking","",""
"12/27/2016","7-Eleven","7-ELEVEN 36530","12.80","debit","Fast Food","Freedom Unlimited","",""
"12/27/2016","7-Eleven","7-ELEVEN 36530","4.57","debit","Fast Food","Freedom Unlimited","",""
"12/26/2016","iTunes","APL* ITUNES.COM/BILL","108.24","debit","Music","Freedom Unlimited","",""
"12/26/2016","Buc Ee","BUC-EE'S 12","24.13","debit","Groceries","Freedom Unlimited","",""
